,block,RT,image,position,response,order,environment,condition,location,binary,label,group
42439,3,252,soap17,9,-1,5,soap,c,indoor,0,,c
42440,4,278,soap04,22,-1,5,soap,c,indoor,0,,c
42441,5,796,soap22,4,1,5,soap,c,indoor,1,,c
42442,6,1156,microwave11,15,1,5,microwave,c,indoor,1,,c
42443,7,284,microwave15,11,1,5,microwave,c,indoor,1,,c
42444,8,198,microwave14,12,-1,5,microwave,c,indoor,0,,c
42445,9,658,microwave12,14,1,5,microwave,c,indoor,1,,c
42446,10,97,microwave08,18,1,5,microwave,c,indoor,1,,c
42447,11,409,lamp22,4,1,5,lamp,c,indoor,1,,c
42448,12,176,lamp07,19,-1,5,lamp,c,indoor,0,,c
42449,13,238,lamp05,21,-1,5,lamp,c,indoor,0,,c
42450,14,500,lamp02,24,1,5,lamp,c,indoor,1,,c
42451,15,504,lamp12,14,1,5,lamp,c,indoor,1,,c
42452,16,292,firealarm01,25,1,5,firealarm,c,indoor,1,,c
42453,17,447,firealarm10,16,-1,5,firealarm,c,indoor,0,,c
42454,18,1152,firealarm11,15,1,5,firealarm,c,indoor,1,,c
42455,19,196,firealarm20,6,1,5,firealarm,c,indoor,1,,c
42456,20,370,firealarm04,22,-1,5,firealarm,c,indoor,0,,c
42457,21,14,candle02,24,-1,5,candle,c,indoor,0,,c
42458,22,59,candle16,10,1,5,candle,c,indoor,1,,c
42459,23,113,candle06,20,-1,5,candle,c,indoor,0,,c
42460,24,173,candle09,17,-1,5,candle,c,indoor,0,,c
42461,25,1,candle23,3,1,5,candle,c,indoor,1,,c
42462,26,693,vase02,24,-1,5,vase,c,indoor,0,,c
42463,27,371,vase12,14,1,5,vase,c,indoor,1,,c
42464,28,971,vase14,12,1,5,vase,c,indoor,1,,c
42465,29,240,vase15,11,-1,5,vase,c,indoor,0,,c
42466,30,220,vase18,8,1,5,vase,c,indoor,1,,c
42467,31,451,kettle19,7,-1,5,kettle,c,indoor,0,,c
42468,32,291,kettle04,22,-1,5,kettle,c,indoor,0,,c
42469,33,157,kettle10,16,1,5,kettle,c,indoor,1,,c
42470,34,215,kettle13,13,1,5,kettle,c,indoor,1,,c
42471,35,169,kettle21,5,-1,5,kettle,c,indoor,0,,c
42472,36,412,dvdplayer09,17,-1,5,dvdplayer,c,indoor,0,,c
42473,37,219,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42474,38,242,dvdplayer13,13,1,5,dvdplayer,c,indoor,1,,c
42475,39,545,dvdplayer24,2,1,5,dvdplayer,c,indoor,1,,c
42476,40,493,dvdplayer10,16,1,5,dvdplayer,c,indoor,1,,c
42477,41,949,mouse20,6,1,5,mouse,c,indoor,1,,c
42478,42,182,mouse17,9,1,5,mouse,c,indoor,1,,c
42479,43,544,mouse11,15,-1,5,mouse,c,indoor,0,,c
42480,44,761,mouse21,5,1,5,mouse,c,indoor,1,,c
42481,45,509,mouse18,8,-1,5,mouse,c,indoor,0,,c
42482,46,233,pottedplant09,17,1,5,pottedplant,c,indoor,1,,c
42483,47,767,pottedplant20,6,-1,5,pottedplant,c,indoor,0,,c
42484,48,482,pottedplant16,10,1,5,pottedplant,c,indoor,1,,c
42485,49,871,pottedplant02,24,1,5,pottedplant,c,indoor,1,,c
42486,50,129,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42487,51,143,pitchfork10,16,-1,5,pitchfork,c,outdoor,0,,c
42488,52,419,pitchfork25,1,-1,5,pitchfork,c,outdoor,0,,c
42489,53,296,pitchfork08,18,1,5,pitchfork,c,outdoor,1,,c
42490,54,449,pitchfork21,5,1,5,pitchfork,c,outdoor,1,,c
42491,55,1497,pitchfork07,19,-1,5,pitchfork,c,outdoor,0,,c
42492,56,782,bird18,8,1,5,bird,c,outdoor,1,,c
42493,57,2364,bird17,9,1,5,bird,c,outdoor,1,,c
42494,58,970,bird08,18,-1,5,bird,c,outdoor,0,,c
42495,59,196,bird22,4,1,5,bird,c,outdoor,1,,c
42496,60,620,bird15,11,1,5,bird,c,outdoor,1,,c
42497,61,443,mailbox06,20,-1,5,mailbox,c,outdoor,0,,c
42498,62,339,mailbox07,19,1,5,mailbox,c,outdoor,1,,c
42499,63,1633,mailbox04,22,-1,5,mailbox,c,outdoor,0,,c
42500,64,522,mailbox20,6,-1,5,mailbox,c,outdoor,0,,c
42501,65,170,mailbox12,14,-1,5,mailbox,c,outdoor,0,,c
42502,66,21,frog19,7,1,5,frog,c,outdoor,1,,c
42503,67,1257,frog25,1,1,5,frog,c,outdoor,1,,c
42504,68,694,frog03,23,-1,5,frog,c,outdoor,0,,c
42505,69,121,frog08,18,1,5,frog,c,outdoor,1,,c
42506,70,513,frog14,12,1,5,frog,c,outdoor,1,,c
42507,71,180,cactus11,15,-1,5,cactus,c,outdoor,0,,c
42508,72,613,cactus23,3,1,5,cactus,c,outdoor,1,,c
42509,73,818,cactus05,21,1,5,cactus,c,outdoor,1,,c
42510,74,19,cactus13,13,1,5,cactus,c,outdoor,1,,c
42511,75,345,cactus02,24,-1,5,cactus,c,outdoor,0,,c
42512,76,149,bottle16,10,1,5,bottle,c,outdoor,1,,c
42513,77,132,bottle04,22,-1,5,bottle,c,outdoor,0,,c
42514,78,1357,bottle12,14,-1,5,bottle,c,outdoor,0,,c
42515,79,1061,bottle05,21,-1,5,bottle,c,outdoor,0,,c
42516,80,155,bottle14,12,1,5,bottle,c,outdoor,1,,c
42517,81,90,ashtray24,2,-1,5,ashtray,c,outdoor,0,,c
42518,82,864,ashtray21,5,1,5,ashtray,c,outdoor,1,,c
42519,83,709,ashtray11,15,-1,5,ashtray,c,outdoor,0,,c
42520,84,454,ashtray08,18,-1,5,ashtray,c,outdoor,0,,c
42521,85,250,ashtray12,14,-1,5,ashtray,c,outdoor,0,,c
42522,86,487,mug19,7,-1,5,mug,c,outdoor,0,,c
42523,87,254,mug06,20,-1,5,mug,c,outdoor,0,,c
42524,88,583,mug03,23,-1,5,mug,c,outdoor,0,,c
42525,89,732,mug16,10,1,5,mug,c,outdoor,1,,c
42526,90,233,mug08,18,-1,5,mug,c,outdoor,0,,c
42527,91,33,axe22,4,-1,5,axe,c,outdoor,0,,c
42528,92,521,axe20,6,1,5,axe,c,outdoor,1,,c
42529,93,484,axe01,25,-1,5,axe,c,outdoor,0,,c
42530,94,87,axe17,9,1,5,axe,c,outdoor,1,,c
42531,95,1134,axe02,24,1,5,axe,c,outdoor,1,,c
42532,96,402,package11,15,1,5,package,c,outdoor,1,,c
42533,97,274,package06,20,-1,5,package,c,outdoor,0,,c
42534,98,367,package18,8,1,5,package,c,outdoor,1,,c
42535,99,1480,package04,22,-1,5,package,c,outdoor,0,,c
42536,100,564,package03,23,-1,5,package,c,outdoor,0,,c
42537,1,582,soap20,6,1,5,soap,c,indoor,1,,c
42538,2,119,soap21,5,1,5,soap,c,indoor,1,,c
42539,3,1678,soap17,9,-1,5,soap,c,indoor,0,,c
42540,4,545,soap04,22,1,5,soap,c,indoor,1,,c
42541,5,184,soap22,4,1,5,soap,c,indoor,1,,c
42542,6,650,microwave11,15,-1,5,microwave,c,indoor,0,,c
42543,7,263,microwave15,11,1,5,microwave,c,indoor,1,,c
42544,8,257,microwave14,12,1,5,microwave,c,indoor,1,,c
42545,9,375,microwave12,14,-1,5,microwave,c,indoor,0,,c
42546,10,335,microwave08,18,1,5,microwave,c,indoor,1,,c
42547,11,811,lamp22,4,1,5,lamp,c,indoor,1,,c
42548,12,595,lamp07,19,1,5,lamp,c,indoor,1,,c
42549,13,417,lamp05,21,1,5,lamp,c,indoor,1,,c
42550,14,425,lamp02,24,1,5,lamp,c,indoor,1,,c
42551,15,331,lamp12,14,1,5,lamp,c,indoor,1,,c
42552,16,350,firealarm01,25,1,5,firealarm,c,indoor,1,,c
42553,17,250,firealarm10,16,-1,5,firealarm,c,indoor,0,,c
42554,18,187,firealarm11,15,1,5,firealarm,c,indoor,1,,c
42555,19,303,firealarm20,6,1,5,firealarm,c,indoor,1,,c
42556,20,819,firealarm04,22,1,5,firealarm,c,indoor,1,,c
42557,21,196,candle02,24,1,5,candle,c,indoor,1,,c
42558,22,278,candle16,10,1,5,candle,c,indoor,1,,c
42559,23,1757,candle06,20,-1,5,candle,c,indoor,0,,c
42560,24,231,candle09,17,1,5,candle,c,indoor,1,,c
42561,25,238,candle23,3,-1,5,candle,c,indoor,0,,c
42562,26,405,vase02,24,-1,5,vase,c,indoor,0,,c
42563,27,349,vase12,14,-1,5,vase,c,indoor,0,,c
42564,28,447,vase14,12,1,5,vase,c,indoor,1,,c
42565,29,223,vase15,11,1,5,vase,c,indoor,1,,c
42566,30,194,vase18,8,1,5,vase,c,indoor,1,,c
42567,31,255,kettle19,7,-1,5,kettle,c,indoor,0,,c
42568,32,169,kettle04,22,1,5,kettle,c,indoor,1,,c
42569,33,635,kettle10,16,1,5,kettle,c,indoor,1,,c
42570,34,800,kettle13,13,1,5,kettle,c,indoor,1,,c
42571,35,1271,kettle21,5,1,5,kettle,c,indoor,1,,c
42572,37,265,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42573,38,1536,dvdplayer13,13,1,5,dvdplayer,c,indoor,1,,c
42574,39,603,dvdplayer24,2,-1,5,dvdplayer,c,indoor,0,,c
42575,40,281,dvdplayer10,16,-1,5,dvdplayer,c,indoor,0,,c
42576,41,1298,mouse20,6,1,5,mouse,c,indoor,1,,c
42577,42,775,mouse17,9,-1,5,mouse,c,indoor,0,,c
42578,44,596,mouse21,5,1,5,mouse,c,indoor,1,,c
42579,45,34,mouse18,8,1,5,mouse,c,indoor,1,,c
42580,46,886,pottedplant09,17,-1,5,pottedplant,c,indoor,0,,c
42581,47,678,pottedplant20,6,-1,5,pottedplant,c,indoor,0,,c
42582,48,310,pottedplant16,10,1,5,pottedplant,c,indoor,1,,c
42583,49,499,pottedplant02,24,1,5,pottedplant,c,indoor,1,,c
42584,50,267,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42585,51,1409,pitchfork10,16,-1,5,pitchfork,c,outdoor,0,,c
42586,52,580,pitchfork25,1,1,5,pitchfork,c,outdoor,1,,c
42587,53,530,pitchfork08,18,1,5,pitchfork,c,outdoor,1,,c
42588,54,312,pitchfork21,5,-1,5,pitchfork,c,outdoor,0,,c
42589,55,273,pitchfork07,19,-1,5,pitchfork,c,outdoor,0,,c
42590,56,1382,bird18,8,1,5,bird,c,outdoor,1,,c
42591,57,398,bird17,9,-1,5,bird,c,outdoor,0,,c
42592,58,2299,bird08,18,-1,5,bird,c,outdoor,0,,c
42593,59,354,bird22,4,1,5,bird,c,outdoor,1,,c
42594,60,412,bird15,11,-1,5,bird,c,outdoor,0,,c
42595,61,390,mailbox06,20,1,5,mailbox,c,outdoor,1,,c
42596,62,381,mailbox07,19,1,5,mailbox,c,outdoor,1,,c
42597,63,236,mailbox04,22,-1,5,mailbox,c,outdoor,0,,c
42598,64,225,mailbox20,6,1,5,mailbox,c,outdoor,1,,c
42599,65,1353,mailbox12,14,-1,5,mailbox,c,outdoor,0,,c
42600,66,254,frog19,7,1,5,frog,c,outdoor,1,,c
42601,67,634,frog25,1,-1,5,frog,c,outdoor,0,,c
42602,68,282,frog03,23,-1,5,frog,c,outdoor,0,,c
42603,69,279,frog08,18,1,5,frog,c,outdoor,1,,c
42604,70,978,frog14,12,1,5,frog,c,outdoor,1,,c
42605,71,294,cactus11,15,1,5,cactus,c,outdoor,1,,c
42606,72,932,cactus23,3,1,5,cactus,c,outdoor,1,,c
42607,73,2599,cactus05,21,-1,5,cactus,c,outdoor,0,,c
42608,74,520,cactus13,13,1,5,cactus,c,outdoor,1,,c
42609,75,887,cactus02,24,-1,5,cactus,c,outdoor,0,,c
42610,76,349,bottle16,10,-1,5,bottle,c,outdoor,0,,c
42611,77,577,bottle04,22,1,5,bottle,c,outdoor,1,,c
42612,78,872,bottle12,14,1,5,bottle,c,outdoor,1,,c
42613,79,46,bottle05,21,1,5,bottle,c,outdoor,1,,c
42614,80,1228,bottle14,12,1,5,bottle,c,outdoor,1,,c
42615,81,2008,ashtray24,2,-1,5,ashtray,c,outdoor,0,,c
42616,82,311,ashtray21,5,-1,5,ashtray,c,outdoor,0,,c
42617,83,501,ashtray11,15,1,5,ashtray,c,outdoor,1,,c
42618,84,1325,ashtray08,18,1,5,ashtray,c,outdoor,1,,c
42619,85,1510,ashtray12,14,-1,5,ashtray,c,outdoor,0,,c
42620,86,477,mug19,7,-1,5,mug,c,outdoor,0,,c
42621,87,1195,mug06,20,-1,5,mug,c,outdoor,0,,c
42622,88,2682,mug03,23,1,5,mug,c,outdoor,1,,c
42623,89,873,mug16,10,1,5,mug,c,outdoor,1,,c
42624,90,849,mug08,18,1,5,mug,c,outdoor,1,,c
42625,91,851,axe22,4,1,5,axe,c,outdoor,1,,c
42626,92,277,axe20,6,-1,5,axe,c,outdoor,0,,c
42627,93,568,axe01,25,-1,5,axe,c,outdoor,0,,c
42628,94,281,axe17,9,1,5,axe,c,outdoor,1,,c
42629,95,302,axe02,24,1,5,axe,c,outdoor,1,,c
42630,96,1763,package11,15,1,5,package,c,outdoor,1,,c
42631,97,225,package06,20,1,5,package,c,outdoor,1,,c
42632,98,400,package18,8,1,5,package,c,outdoor,1,,c
42633,99,190,package04,22,-1,5,package,c,outdoor,0,,c
42634,100,287,package03,23,1,5,package,c,outdoor,1,,c
42635,1,1778,soap20,6,-1,5,soap,c,indoor,0,,c
42636,3,1067,soap17,9,1,5,soap,c,indoor,1,,c
42637,5,789,soap22,4,1,5,soap,c,indoor,1,,c
42638,6,224,microwave11,15,-1,5,microwave,c,indoor,0,,c
42639,8,625,microwave14,12,1,5,microwave,c,indoor,1,,c
42640,9,497,microwave12,14,-1,5,microwave,c,indoor,0,,c
42641,12,695,lamp07,19,1,5,lamp,c,indoor,1,,c
42642,13,2623,lamp05,21,-1,5,lamp,c,indoor,0,,c
42643,15,853,lamp12,14,1,5,lamp,c,indoor,1,,c
42644,16,2828,firealarm01,25,-1,5,firealarm,c,indoor,0,,c
42645,18,1387,firealarm11,15,1,5,firealarm,c,indoor,1,,c
42646,20,1978,firealarm04,22,1,5,firealarm,c,indoor,1,,c
42647,21,316,candle02,24,-1,5,candle,c,indoor,0,,c
42648,23,380,candle06,20,-1,5,candle,c,indoor,0,,c
42649,25,121,candle23,3,1,5,candle,c,indoor,1,,c
42650,26,465,vase02,24,-1,5,vase,c,indoor,0,,c
42651,27,329,vase12,14,1,5,vase,c,indoor,1,,c
42652,30,305,vase18,8,1,5,vase,c,indoor,1,,c
42653,31,812,kettle19,7,-1,5,kettle,c,indoor,0,,c
42654,32,31,kettle04,22,-1,5,kettle,c,indoor,0,,c
42655,33,149,kettle10,16,-1,5,kettle,c,indoor,0,,c
42656,34,255,kettle13,13,-1,5,kettle,c,indoor,0,,c
42657,37,1735,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42658,38,824,dvdplayer13,13,1,5,dvdplayer,c,indoor,1,,c
42659,39,407,dvdplayer24,2,-1,5,dvdplayer,c,indoor,0,,c
42660,40,673,dvdplayer10,16,-1,5,dvdplayer,c,indoor,0,,c
42661,41,497,mouse20,6,-1,5,mouse,c,indoor,0,,c
42662,42,545,mouse17,9,-1,5,mouse,c,indoor,0,,c
42663,44,605,mouse21,5,1,5,mouse,c,indoor,1,,c
42664,46,1239,pottedplant09,17,1,5,pottedplant,c,indoor,1,,c
42665,47,786,pottedplant20,6,-1,5,pottedplant,c,indoor,0,,c
42666,48,63,pottedplant16,10,1,5,pottedplant,c,indoor,1,,c
42667,49,482,pottedplant02,24,-1,5,pottedplant,c,indoor,0,,c
42668,50,287,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42669,52,169,pitchfork25,1,1,5,pitchfork,c,outdoor,1,,c
42670,53,1436,pitchfork08,18,-1,5,pitchfork,c,outdoor,0,,c
42671,54,251,pitchfork21,5,-1,5,pitchfork,c,outdoor,0,,c
42672,56,158,bird18,8,-1,5,bird,c,outdoor,0,,c
42673,57,676,bird17,9,1,5,bird,c,outdoor,1,,c
42674,58,2690,bird08,18,-1,5,bird,c,outdoor,0,,c
42675,59,780,bird22,4,1,5,bird,c,outdoor,1,,c
42676,61,201,mailbox06,20,1,5,mailbox,c,outdoor,1,,c
42677,62,1402,mailbox07,19,-1,5,mailbox,c,outdoor,0,,c
42678,63,1760,mailbox04,22,-1,5,mailbox,c,outdoor,0,,c
42679,64,759,mailbox20,6,1,5,mailbox,c,outdoor,1,,c
42680,65,491,mailbox12,14,1,5,mailbox,c,outdoor,1,,c
42681,66,2461,frog19,7,-1,5,frog,c,outdoor,0,,c
42682,67,226,frog25,1,1,5,frog,c,outdoor,1,,c
42683,69,2197,frog08,18,-1,5,frog,c,outdoor,0,,c
42684,70,766,frog14,12,-1,5,frog,c,outdoor,0,,c
42685,71,419,cactus11,15,-1,5,cactus,c,outdoor,0,,c
42686,72,331,cactus23,3,-1,5,cactus,c,outdoor,0,,c
42687,73,583,cactus05,21,-1,5,cactus,c,outdoor,0,,c
42688,74,2015,cactus13,13,-1,5,cactus,c,outdoor,0,,c
42689,75,500,cactus02,24,-1,5,cactus,c,outdoor,0,,c
42690,76,636,bottle16,10,-1,5,bottle,c,outdoor,0,,c
42691,77,286,bottle04,22,-1,5,bottle,c,outdoor,0,,c
42692,78,522,bottle12,14,1,5,bottle,c,outdoor,1,,c
42693,79,6,bottle05,21,-1,5,bottle,c,outdoor,0,,c
42694,80,1784,bottle14,12,-1,5,bottle,c,outdoor,0,,c
42695,83,454,ashtray11,15,1,5,ashtray,c,outdoor,1,,c
42696,84,2678,ashtray08,18,-1,5,ashtray,c,outdoor,0,,c
42697,85,67,ashtray12,14,1,5,ashtray,c,outdoor,1,,c
42698,86,35,mug19,7,-1,5,mug,c,outdoor,0,,c
42699,87,1922,mug06,20,1,5,mug,c,outdoor,1,,c
42700,88,2263,mug03,23,-1,5,mug,c,outdoor,0,,c
42701,89,435,mug16,10,-1,5,mug,c,outdoor,0,,c
42702,90,10,mug08,18,1,5,mug,c,outdoor,1,,c
42703,91,775,axe22,4,-1,5,axe,c,outdoor,0,,c
42704,92,522,axe20,6,-1,5,axe,c,outdoor,0,,c
42705,94,565,axe17,9,-1,5,axe,c,outdoor,0,,c
42706,95,123,axe02,24,-1,5,axe,c,outdoor,0,,c
42707,96,148,package11,15,-1,5,package,c,outdoor,0,,c
42708,97,1244,package06,20,1,5,package,c,outdoor,1,,c
42709,98,1919,package18,8,1,5,package,c,outdoor,1,,c
42710,99,632,package04,22,-1,5,package,c,outdoor,0,,c
42711,100,231,package03,23,-1,5,package,c,outdoor,0,,c
42712,1,624,soap20,6,1,5,soap,c,indoor,1,,c
42713,2,34,soap21,5,1,5,soap,c,indoor,1,,c
42714,3,576,soap17,9,1,5,soap,c,indoor,1,,c
42715,4,823,soap04,22,-1,5,soap,c,indoor,0,,c
42716,5,87,soap22,4,1,5,soap,c,indoor,1,,c
42717,6,17,microwave11,15,1,5,microwave,c,indoor,1,,c
42718,7,414,microwave15,11,1,5,microwave,c,indoor,1,,c
42719,8,639,microwave14,12,1,5,microwave,c,indoor,1,,c
42720,9,459,microwave12,14,1,5,microwave,c,indoor,1,,c
42721,10,468,microwave08,18,-1,5,microwave,c,indoor,0,,c
42722,11,2,lamp22,4,1,5,lamp,c,indoor,1,,c
42723,12,981,lamp07,19,1,5,lamp,c,indoor,1,,c
42724,13,643,lamp05,21,1,5,lamp,c,indoor,1,,c
42725,14,108,lamp02,24,-1,5,lamp,c,indoor,0,,c
42726,15,362,lamp12,14,1,5,lamp,c,indoor,1,,c
42727,16,432,firealarm01,25,-1,5,firealarm,c,indoor,0,,c
42728,17,1502,firealarm10,16,-1,5,firealarm,c,indoor,0,,c
42729,18,1985,firealarm11,15,-1,5,firealarm,c,indoor,0,,c
42730,19,236,firealarm20,6,1,5,firealarm,c,indoor,1,,c
42731,20,820,firealarm04,22,-1,5,firealarm,c,indoor,0,,c
42732,21,650,candle02,24,-1,5,candle,c,indoor,0,,c
42733,22,161,candle16,10,1,5,candle,c,indoor,1,,c
42734,23,813,candle06,20,1,5,candle,c,indoor,1,,c
42735,24,349,candle09,17,1,5,candle,c,indoor,1,,c
42736,25,841,candle23,3,1,5,candle,c,indoor,1,,c
42737,26,424,vase02,24,-1,5,vase,c,indoor,0,,c
42738,27,197,vase12,14,-1,5,vase,c,indoor,0,,c
42739,28,1627,vase14,12,1,5,vase,c,indoor,1,,c
42740,29,536,vase15,11,1,5,vase,c,indoor,1,,c
42741,30,86,vase18,8,1,5,vase,c,indoor,1,,c
42742,31,544,kettle19,7,1,5,kettle,c,indoor,1,,c
42743,32,509,kettle04,22,-1,5,kettle,c,indoor,0,,c
42744,33,1143,kettle10,16,1,5,kettle,c,indoor,1,,c
42745,34,408,kettle13,13,1,5,kettle,c,indoor,1,,c
42746,35,349,kettle21,5,1,5,kettle,c,indoor,1,,c
42747,36,433,dvdplayer09,17,-1,5,dvdplayer,c,indoor,0,,c
42748,37,390,dvdplayer03,23,-1,5,dvdplayer,c,indoor,0,,c
42749,38,495,dvdplayer13,13,-1,5,dvdplayer,c,indoor,0,,c
42750,39,601,dvdplayer24,2,1,5,dvdplayer,c,indoor,1,,c
42751,40,700,dvdplayer10,16,-1,5,dvdplayer,c,indoor,0,,c
42752,41,461,mouse20,6,-1,5,mouse,c,indoor,0,,c
42753,42,1453,mouse17,9,1,5,mouse,c,indoor,1,,c
42754,43,213,mouse11,15,-1,5,mouse,c,indoor,0,,c
42755,44,401,mouse21,5,1,5,mouse,c,indoor,1,,c
42756,45,423,mouse18,8,1,5,mouse,c,indoor,1,,c
42757,46,458,pottedplant09,17,1,5,pottedplant,c,indoor,1,,c
42758,47,1574,pottedplant20,6,1,5,pottedplant,c,indoor,1,,c
42759,48,454,pottedplant16,10,1,5,pottedplant,c,indoor,1,,c
42760,49,92,pottedplant02,24,-1,5,pottedplant,c,indoor,0,,c
42761,50,1592,pottedplant12,14,1,5,pottedplant,c,indoor,1,,c
42762,51,33,pitchfork10,16,-1,5,pitchfork,c,outdoor,0,,c
42763,52,258,pitchfork25,1,1,5,pitchfork,c,outdoor,1,,c
42764,53,557,pitchfork08,18,1,5,pitchfork,c,outdoor,1,,c
42765,54,373,pitchfork21,5,1,5,pitchfork,c,outdoor,1,,c
42766,55,641,pitchfork07,19,1,5,pitchfork,c,outdoor,1,,c
42767,56,959,bird18,8,1,5,bird,c,outdoor,1,,c
42768,57,315,bird17,9,1,5,bird,c,outdoor,1,,c
42769,58,308,bird08,18,-1,5,bird,c,outdoor,0,,c
42770,59,639,bird22,4,1,5,bird,c,outdoor,1,,c
42771,60,313,bird15,11,-1,5,bird,c,outdoor,0,,c
42772,61,518,mailbox06,20,1,5,mailbox,c,outdoor,1,,c
42773,62,338,mailbox07,19,1,5,mailbox,c,outdoor,1,,c
42774,63,400,mailbox04,22,-1,5,mailbox,c,outdoor,0,,c
42775,64,487,mailbox20,6,1,5,mailbox,c,outdoor,1,,c
42776,65,460,mailbox12,14,1,5,mailbox,c,outdoor,1,,c
42777,66,297,frog19,7,1,5,frog,c,outdoor,1,,c
42778,67,316,frog25,1,1,5,frog,c,outdoor,1,,c
42779,68,391,frog03,23,-1,5,frog,c,outdoor,0,,c
42780,69,1230,frog08,18,-1,5,frog,c,outdoor,0,,c
42781,70,372,frog14,12,1,5,frog,c,outdoor,1,,c
42782,71,1206,cactus11,15,1,5,cactus,c,outdoor,1,,c
42783,72,561,cactus23,3,1,5,cactus,c,outdoor,1,,c
42784,73,377,cactus05,21,-1,5,cactus,c,outdoor,0,,c
42785,74,247,cactus13,13,-1,5,cactus,c,outdoor,0,,c
42786,75,421,cactus02,24,-1,5,cactus,c,outdoor,0,,c
42787,76,265,bottle16,10,1,5,bottle,c,outdoor,1,,c
42788,77,34,bottle04,22,1,5,bottle,c,outdoor,1,,c
42789,78,210,bottle12,14,1,5,bottle,c,outdoor,1,,c
42790,79,222,bottle05,21,1,5,bottle,c,outdoor,1,,c
42791,80,422,bottle14,12,1,5,bottle,c,outdoor,1,,c
42792,81,338,ashtray24,2,1,5,ashtray,c,outdoor,1,,c
42793,82,305,ashtray21,5,1,5,ashtray,c,outdoor,1,,c
42794,83,825,ashtray11,15,1,5,ashtray,c,outdoor,1,,c
42795,84,479,ashtray08,18,1,5,ashtray,c,outdoor,1,,c
42796,85,480,ashtray12,14,-1,5,ashtray,c,outdoor,0,,c
42797,86,497,mug19,7,1,5,mug,c,outdoor,1,,c
42798,87,425,mug06,20,-1,5,mug,c,outdoor,0,,c
42799,88,432,mug03,23,-1,5,mug,c,outdoor,0,,c
42800,89,139,mug16,10,1,5,mug,c,outdoor,1,,c
42801,90,783,mug08,18,-1,5,mug,c,outdoor,0,,c
42802,91,220,axe22,4,1,5,axe,c,outdoor,1,,c
42803,92,320,axe20,6,-1,5,axe,c,outdoor,0,,c
42804,93,101,axe01,25,-1,5,axe,c,outdoor,0,,c
42805,94,267,axe17,9,-1,5,axe,c,outdoor,0,,c
42806,95,375,axe02,24,-1,5,axe,c,outdoor,0,,c
42807,96,424,package11,15,1,5,package,c,outdoor,1,,c
42808,97,317,package06,20,1,5,package,c,outdoor,1,,c
42809,98,223,package18,8,1,5,package,c,outdoor,1,,c
42810,99,842,package04,22,1,5,package,c,outdoor,1,,c
42811,100,623,package03,23,-1,5,package,c,outdoor,0,,c
42812,1,875,soap20,6,1,5,soap,c,indoor,1,,c
42813,2,273,soap21,5,1,5,soap,c,indoor,1,,c
42814,3,663,soap17,9,-1,5,soap,c,indoor,0,,c
42815,4,691,soap04,22,1,5,soap,c,indoor,1,,c
42816,5,500,soap22,4,1,5,soap,c,indoor,1,,c
42817,6,431,microwave11,15,1,5,microwave,c,indoor,1,,c
42818,7,525,microwave15,11,1,5,microwave,c,indoor,1,,c
42819,8,320,microwave14,12,-1,5,microwave,c,indoor,0,,c
42820,9,588,microwave12,14,1,5,microwave,c,indoor,1,,c
42821,10,706,microwave08,18,-1,5,microwave,c,indoor,0,,c
42822,11,291,lamp22,4,1,5,lamp,c,indoor,1,,c
42823,12,398,lamp07,19,-1,5,lamp,c,indoor,0,,c
42824,13,819,lamp05,21,-1,5,lamp,c,indoor,0,,c
42825,14,385,lamp02,24,1,5,lamp,c,indoor,1,,c
42826,15,651,lamp12,14,-1,5,lamp,c,indoor,0,,c
42827,16,651,firealarm01,25,1,5,firealarm,c,indoor,1,,c
42828,17,294,firealarm10,16,1,5,firealarm,c,indoor,1,,c
42829,18,359,firealarm11,15,1,5,firealarm,c,indoor,1,,c
42830,19,845,firealarm20,6,1,5,firealarm,c,indoor,1,,c
42831,20,1039,firealarm04,22,1,5,firealarm,c,indoor,1,,c
42832,21,358,candle02,24,-1,5,candle,c,indoor,0,,c
42833,22,265,candle16,10,1,5,candle,c,indoor,1,,c
42834,23,20,candle06,20,-1,5,candle,c,indoor,0,,c
42835,24,831,candle09,17,1,5,candle,c,indoor,1,,c
42836,25,1073,candle23,3,1,5,candle,c,indoor,1,,c
42837,26,1091,vase02,24,1,5,vase,c,indoor,1,,c
42838,27,560,vase12,14,1,5,vase,c,indoor,1,,c
42839,28,562,vase14,12,-1,5,vase,c,indoor,0,,c
42840,29,416,vase15,11,1,5,vase,c,indoor,1,,c
42841,30,546,vase18,8,1,5,vase,c,indoor,1,,c
42842,31,317,kettle19,7,1,5,kettle,c,indoor,1,,c
42843,32,393,kettle04,22,1,5,kettle,c,indoor,1,,c
42844,33,648,kettle10,16,-1,5,kettle,c,indoor,0,,c
42845,34,1014,kettle13,13,1,5,kettle,c,indoor,1,,c
42846,35,517,kettle21,5,1,5,kettle,c,indoor,1,,c
42847,36,771,dvdplayer09,17,-1,5,dvdplayer,c,indoor,0,,c
